# MANUALLY MANAGED - this file was INITIALLY GENERATED by homm3.carve
# (provenance below) and is hand-owned after admission: boundary
# corrections are edited directly into these rows; do not regenerate
# over hand edits.
# generator: homm3.carve.audit
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# date: 2026-08-04
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE
# 11943 functions; size INCLUDES jump tables
# BOUNDARY CORRECTION 2026-08-22: 0x217b94 is the 166-byte `_sqrt`, not
# a 9-byte helper followed by a 157-byte function at 0x217b9d. The pinned
# VC6 SP3 lib-rtm/LIBCMT.LIB `sqrt.obj` publishes `_sqrt` at object +0x14;
# its complete 166 bytes and reloc topology match retail 0x617b94..0x617c3a.
# The apparent 0x217b9d entry is fall-through inside `_sqrt`. 11933 rows since.
# BOUNDARY CORRECTION 2026-08-07: the three C++ EH unwind funclets the
# carve split off after heroWindowManager::DoQuickView (0x202b7a/25,
# 0x202b93/31, 0x202bb2/22) are folded back into 0x202a40, whose true
# extent is 392 B (0x602a40..0x602bc8). Proof: the VC6 compile of the
# reconstructed body emits the same three blocks as local labels inside
# one symbol, byte-for-byte. 11940 rows since.
# BOUNDARY CORRECTION 2026-08-07 (second, same class): the four EH
# unwind funclets after heroWindowManager::DoDialog (0x202735/25,
# 0x20274e/31, 0x20276d/19, 0x202780/32) fold into 0x202520, true extent
# 640 B (0x602520..0x6027a0); the four after DoDialogDraw (0x2029cf/25,
# 0x2029e8/31, 0x202a07/19, 0x202a1a/32) fold into 0x2027a0, true extent
# 666 B (0x6027a0..0x602a3a). Same self-validating proof as DoQuickView:
# the VC6 compile of each reconstructed body emits its four blocks as
# local labels inside one symbol and both functions are byte-exact at
# the merged size. Corroboration: the merged extents abut exactly -
# 533+25+31+19+32 = 640 lands on DoDialogDraw's entry with no padding.
# BOUNDARY ADMISSION 2026-08-11: artifact.obj's two static TAutoArrayPtr<char>
# cleanup thunks are 22-byte function entries at 0x4d340 and 0x4d360. Retail
# atexit relocations at 0x4ce26 and 0x4d155 point to them, and compiling the
# reconstructed static owners reproduces both bodies byte-for-byte.
# BOUNDARY ADMISSION 2026-08-11: spelldefs.obj's three lazy TAutoStrPtr-array
# cleanup thunks are function entries at 0x19e4b0/0x19e4d0/0x19e4f0. Direct
# atexit relocations in InitializeSpellTraits point to them; each calls the
# shared element destructor through `eh vector destructor iterator` and ends
# before the next 16-byte-aligned entry.
# BOUNDARY CORRECTION 2026-08-11: executive::CallManager is one 464-byte
# EH-bearing function at 0xb0c70. The bootstrap's 338-byte split ended at its
# normal body and misclassified the three immediately following catch handlers
# (0xb0dc2/0xb0dd7/0xb0e25) as functions. Their shared EBP frame, unwind-state
# actions, rethrows, and exact VC6 reproduction prove they belong to the parent;
# its aligned extent ends at MainLoop's independent entry 0xb0e40.
# 11932 rows since.
# BOUNDARY ADMISSION 2026-08-24: soundmgr.obj's ProcessMP3Stop thread entry
# is the 16-byte body at 0x19a830. Five retail `_beginthread` immediates point
# to the 16-byte-aligned entry; it loads gpSoundManager, calls the independent
# 0x19b080 member body, then tail-jumps to `__endthread`. Dreamcast CodeView
# independently publishes `void ProcessMP3Stop(void*)` and its sole outgoing
# edge to soundManager::ThreadStopMP3. 11934 rows since.
# BOUNDARY CORRECTION 2026-08-26: game.obj's EH-bearing body at 0xcafd0 is
# one 0xd14-byte function through 0xcbce4, including its in-line catch handler
# at 0xcb1ec and the resumed body at 0xcb206. The HandlerType record at retail
# .rdata 0x64db70 points to 0xcb1ec; the normal path jumps over that handler to
# 0xcb206, which uses the parent's saved EBP frame and reaches both shared
# epilogues before the switch tables ending at 0xcbce4. The carve's standalone
# 0xcb1ec/23 and 0xcb206/2782 rows were therefore interior chunks, not entries.
# 11939 rows since.
# BOUNDARY CORRECTION 2026-08-26: game::SaveGame at 0xbeea0 is one 0x2f6-byte
# EH-bearing function through 0xbf196. Its normal path returns at 0xbf104, the
# HandlerType record at retail .rdata 0x64d758 points to the typed catch at
# 0xbf107, and that handler reads the parent's EBP-relative filename before
# returning the shared continuation 0xbf181. The continuation restores the
# same SEH frame and returns with the parent's `ret 0x14`; 0xbf196..0xbf19f is
# alignment padding before SetupOrigData. The carve's 0xbf107/122 row was an
# interior catch funclet, not an independent entry. 11938 rows since.
# BOUNDARY CORRECTION 2026-08-27: TEN function entries the carve missed,
# all inside event_record.obj's span and all previously scored as inter-
# function padding. .data 0x6776b0 holds an ELEVEN-entry table of record
# factory pointers indexed by the type byte load_recorded_events reads off
# the save stream (`call dword ptr [ecx*4 + 0x6776b0]` at 0x49dc16), and its
# entries 1..11 are 0x9a650 0x9a980 0x9aa40 0x9abf0 0x9acc0 0x9af00 0x9b150
# 0x9b400 0x9b6a0 0x9ba00 0x9bc30 - exactly the type_event_record_type
# roster's order. Entry 11 (0x9bc30, shroud) was already carved; the other
# ten are 39-byte bodies of the identical shape (`push <cb> / call
# operator new / test / base vptr / player_id = gNetLocalGamePos / derived
# vptr / ret`) followed by 0x90 padding, each storing its own class's
# vftable and each allocating exactly the size event_record.h models for
# that class (0x18/0x18/0x10/0x10/0x18/0x20/0x18/0x10/0x1c/0x0c). 11948 rows.
rva	size
0x1335c0	178
0x133680	33
0x1336b0	54
0x1336f0	480
0x1338d0	13
0x1338e0	212
0x1339c0	33
0x1339f0	88
0x133a50	51
0x133a90	480
0x133c70	15
0x133c80	484
0x133e70	195
0x133f40	175
0x133ff0	194
0x1340c0	147
0x134160	39
0x134190	6
0x1341a0	77
0x1341f0	83
0x134250	181
0x134310	100
0x134380	133
0x134410	127
0x134490	132
0x134520	615
0x134790	83
0x1347f0	121
0x134870	83
0x1348d0	147
0x134970	83
0x1349d0	41
0x134a00	83
0x134a60	37
0x134a90	83
0x134af0	158
0x134b90	231
0x134c80	52
0x134cc0	225
0x134db0	232
0x134ea0	48
0x134ed0	195
0x134fa0	33
0x134fd0	100
0x135040	198
0x135110	1195
0x1355c0	26
0x1355e0	505
0x1357e0	89
0x135840	96
0x1358a0	97
0x135910	95
0x135970	576
0x135bb0	95
0x135c10	95
0x135c70	95
0x135cd0	95
0x135d30	95
0x135d90	95
0x135df0	234
0x135ee0	399
0x136070	251
0x136170	33
0x1361a0	7
0x1361b0	35
0x1361e0	24
0x136200	428
0x1363b0	425
0x136560	1522
0x136b60	61
0x136ba0	24
0x136bc0	1524
0x1371c0	474
0x1373a0	1341
0x1378e0	39
0x137910	35
0x137940	35
0x137970	409
0x137b10	680
0x137dc0	33
0x137df0	512
0x137ff0	1154
0x138480	1671
0x138b10	8769
0x13ad60	275
0x13ae80	874
0x13b1f0	254
0x13b2f0	1656
0x13b970	562
0x13bbb0	253
0x13bcb0	827
0x13bff0	555
0x13c220	362
0x13c390	1840
0x13cac0	614
0x13cd30	530
0x13cf50	375
0x13d0d0	227
0x13d1c0	441
0x13d380	1361
0x13d8e0	492
0x13dad0	1407
0x13e050	1613
0x13e6a0	823
0x13e9e0	798
0x13ed00	667
0x13efa0	498
0x13f1a0	710
0x13f470	1033
0x13f880	1065
0x13fcb0	1516
0x1402a0	810
0x1405d0	772
0x1408e0	575
0x140b20	576
0x140d60	598
0x140fc0	370
0x141140	1594
0x141780	397
0x141910	69
0x141960	364
0x141ad0	1456
0x142080	2218
0x142930	454
0x142b00	466
0x142ce0	1364
0x143240	1943
0x1439e0	643
0x143c70	418
0x143e20	1396
0x1443a0	757
0x1446a0	638
0x144920	292
0x144a50	144
0x144ae0	688
0x144d90	1207
0x145250	804
0x145580	1025
0x145990	1126
0x145e00	91
0x145e60	250
0x145f60	214
0x146040	321
0x146190	901
0x146520	438
0x1466e0	595
0x146940	73
0x146990	30
0x1469b0	692
0x146c70	1106
0x1470d0	646
0x147360	1120
0x1477c0	179
0x147880	1969
0x148040	580
0x148290	622
0x148500	1331
0x148a40	546
0x148c70	381
0x148df0	2463
0x1497a0	206
0x149870	177
0x149930	891
0x149cb0	3728
0x14ab40	173
0x14abf0	565
0x14ae30	709
0x14b100	113
0x14b180	372
0x14b300	395
0x14b490	1070
0x14b8c0	901
0x14bc50	686
0x14bf00	87
0x14bf60	304
0x14c090	110
0x14c0fe	6
0x14c120	67
0x14c170	56
0x14c1b0	35
0x14c1e0	489
0x14c3d0	18
0x14c3f0	540
0x14c610	83
0x14c670	33
0x14c6a0	77
0x14c6f0	57
0x14c730	477
0x14c910	33
0x14c940	35
0x14c970	559
0x14cba0	453
0x14cd70	61
0x14cdb0	51
0x14cdf0	467
0x14cfd0	47
0x14d000	94
0x14d060	54
0x14d0a0	69
0x14d0f0	45
0x14d120	521
0x14d330	582
0x14d580	58
0x14d5c0	740
0x14d8b0	56
0x14d8f0	41
0x14d920	59
0x14d960	59
0x14d9a0	49
0x14d9e0	57
0x14da20	415
0x14dbc0	416
0x14dd60	21
0x14dd80	260
0x14de90	20
0x14deb0	19
0x14ded0	99
0x14df40	37
0x14df70	32
0x14df90	89
0x14dff0	96
0x14e050	97
0x14e0c0	95
0x14e120	95
0x14e180	95
0x14e1e0	95
0x14e240	95
0x14e2a0	95
0x14e300	95
0x14e360	32
0x14e380	89
0x14e3e0	96
0x14e440	97
0x14e4b0	95
0x14e510	95
0x14e570	95
0x14e5d0	95
0x14e630	95
0x14e690	95
0x14e6f0	95
0x14e750	100
0x14e7c0	49
0x14e800	79
0x14e850	4757
0x14faf0	33
0x14fb20	107
0x14fb90	781
0x14fea0	1070
0x1502d0	140
0x150360	60
0x1503a0	1428
0x150940	2568
0x151350	257
0x151460	254
0x151560	331
0x1516b0	33
0x1516e0	107
0x151750	36
0x151780	1601
0x151dd0	32
0x151df0	89
0x151e50	96
0x151eb0	97
0x151f20	95
0x151f80	95
0x151fe0	95
0x152040	95
0x1520a0	95
0x152100	95
0x152160	95
0x1521c0	118
0x152260	42
0x152290	26
0x1522b0	23
0x1522d0	30
0x1522f0	33
0x152320	517
0x152530	526
0x152740	478
0x152920	534
0x152b40	20
0x152b60	587
0x152db0	655
0x153040	465
0x153220	137
0x1532b0	185
0x153370	92
0x1533d0	427
0x153580	496
0x153770	48
0x1537a0	7
0x1537b0	70
0x153800	49
0x153840	283
0x153960	310
0x153aa0	192
0x153b60	202
0x153c30	202
0x153d00	161
0x153db0	51
0x153df0	228
0x153ee0	355
0x154050	13
0x154060	75
0x1540b0	32
0x1540d0	156
0x154170	35
0x1541a0	90
0x154200	54
0x154240	234
0x154330	68
0x154380	62
0x1543c0	31
0x1543e0	9
0x1543f0	5
0x154400	15
0x154410	147
0x1544b0	170
0x154560	130
0x1545f0	186
0x1546b0	259
0x1547c0	602
0x154a20	33
0x154a50	34
0x154a80	33
0x154ab0	85
0x154b10	32
0x154b30	245
0x154c30	184
0x154cf0	148
0x154d90	128
0x154e10	124
0x154e90	125
0x154f10	570
0x155150	28
0x155170	5
0x155180	5
0x155190	793
0x1554b0	33
0x1554e0	201
0x1555b0	294
0x1556e0	548
0x155910	8
0x155920	369
0x155aa0	1091
0x155ef0	996
0x1562e0	334
0x156430	417
0x1565e0	414
0x156780	448
0x156940	94
0x1569a0	75
0x1569f0	180
0x156ab0	182
0x156b70	33
0x156ba0	114
0x156c20	757
0x156f20	316
0x157060	33
0x157090	92
0x1570f0	489
0x1572e0	45
0x157310	33
0x157340	5
0x157350	58
0x157390	105
0x157400	4
0x157410	30
0x157430	34
0x157460	30
0x157480	37
0x1574b0	301
0x1575e0	21
0x157600	171
0x1576b0	97
0x157720	60
0x157760	33
0x157790	81
0x1577f0	17
0x157810	69
0x157860	112
0x1578d0	48
0x157900	4
0x157910	13
0x157920	343
0x157a80	21
0x157aa0	77
0x157af0	520
0x157d00	85
0x157d60	11
0x157d70	20
0x157d90	61
0x157dd0	20
0x157df0	49
0x157e30	122
0x157eb0	33
0x157ee0	145
0x157f80	49
0x157fc0	26
0x157fe0	160
0x158080	719
0x158350	84
0x1583b0	84
0x158410	124
0x158490	108
0x158500	322
0x158650	16
0x158660	109
0x1586d0	36
0x158700	32
0x158720	78
0x158770	35
0x1587a0	7
0x1587b0	32
0x1587d0	89
0x158830	96
0x158890	97
0x158900	95
0x158960	95
0x1589c0	95
0x158a20	95
0x158a80	95
0x158ae0	95
0x158b40	95
0x158ba0	673
0x158e50	33
0x158e80	149
0x158f20	243
0x159020	164
0x1590d0	32
0x1590f0	29
0x159110	33
0x159140	5
0x159150	132
0x1591e0	26
0x159230	46
0x1592b0	97
0x159320	209
0x159400	39
0x159440	110
0x1594b0	64
0x1594f0	20
0x159510	1217
0x1599e0	1096
0x159e30	485
0x15a020	545
0x15a250	753
0x15a550	103
0x15a5c0	226
0x15a6b0	239
0x15a7a0	33
0x15a7d0	33
0x15a800	1055
0x15ac20	32
0x15ac40	904
0x15afd0	138
0x15b060	887
0x15b3e0	138
0x15b470	721
0x15b750	361
0x15b8b9	17
0x15b8d0	553
0x15bb00	138
0x15bb90	576
0x15bdd0	138
0x15be60	576
0x15c0a0	138
0x15c130	655
0x15c3c0	854
0x15c720	138
0x15c7b0	1859
0x15cf00	75
0x15cf50	131
0x15cfe0	131
0x15d070	92
0x15d0d0	17
0x15d0f0	161
0x15d1a0	280
0x15d2c0	190
0x15d380	44
0x15d3b0	86
0x15d410	279
0x15d530	194
0x15d600	33
0x15d630	429
0x15d7e0	93
0x15d840	90
0x15d8a0	347
0x15da00	216
0x15dae0	48
0x15db10	33
0x15db40	125
0x15dbc0	301
0x15dcf0	1295
0x15e200	289
0x15e330	86
0x15e390	163
0x15e440	255
0x15e540	33
0x15e570	453
0x15e740	23
0x15e760	126
0x15e7e0	769
0x15eaf0	220
0x15ebd0	90
0x15ec30	179
0x15ecf0	24
0x15ed10	92
0x15ed70	29
0x15eda0	7
0x15edb0	8
0x15edc0	54
0x15ee00	40
0x15ee30	19
0x15ee50	118
0x15eed0	33
0x15ef00	32
0x15ef20	89
0x15ef80	96
0x15efe0	97
0x15f050	95
0x15f0b0	95
0x15f110	95
0x15f170	95
0x15f1d0	95
0x15f230	95
0x15f290	95
0x15f2f0	29
0x15f320	8
0x15f330	23
0x15f350	52
0x15f390	19
0x15f3b0	118
0x15f430	33
0x15f460	7
0x15f470	32
0x15f490	89
0x15f4f0	96
0x15f550	97
0x15f5c0	95
0x15f620	95
0x15f680	95
0x15f6e0	95
0x15f740	95
0x15f7a0	95
0x15f800	95
0x15f860	89
0x15f8c0	96
0x15f920	97
0x15f990	95
0x15f9f0	95
0x15fa50	95
0x15fab0	95
0x15fb10	95
0x15fb70	95
0x15fbd0	95
0x15fc30	171
0x15fce0	38
0x15fd10	38
0x15fd40	38
0x15fd70	33
0x15fda0	42
0x15fdd0	1396
0x160350	33
0x160380	3431
0x1610f0	3699
0x161f70	1063
0x1623a0	347
0x162500	346
0x162660	469
0x162840	358
0x1629b0	34
0x1629e0	51
0x162a20	590
0x162c70	292
0x162da0	930
0x163150	321
0x1632a0	1047
0x1636c0	794
0x1639e0	91
0x163a40	49
0x163a80	795
0x163da0	338
0x163f00	338
0x164060	723
0x164340	863
0x1646a0	617
0x164910	356
0x164a80	369
0x164c00	230
0x164cf0	233
0x164de0	136
0x164e70	356
0x164fe0	916
0x165380	46
0x1653b0	55
0x1653f0	59
0x165430	128
0x1654b0	5
0x1654c0	42
0x1654f0	2620
0x165f30	33
0x165f60	194
0x166030	1117
0x166490	600
0x1666f0	46
0x166720	56
0x166760	655
0x1669f0	311
0x166b30	228
0x166c20	351
0x166d80	32
0x166da0	142
0x166e30	33
0x166e60	41
0x166e90	7
0x166ea0	32
0x166ec0	89
0x166f20	96
0x166f80	97
0x166ff0	95
0x167050	95
0x1670b0	95
0x167110	95
0x167170	95
0x1671d0	95
0x167230	95
0x167290	8457
0x1693a0	916
0x169740	33
0x169770	85
0x1697d0	33
0x169800	152
0x1698a0	30
0x1698c0	242
0x1699c0	800
0x169ce0	32
0x169d00	89
0x169d60	96
0x169dc0	97
0x169e30	95
0x169e90	95
0x169ef0	95
0x169f50	95
0x169fb0	95
0x16a010	95
0x16a070	95
0x16a0d0	642
0x16a360	158
0x16a400	815
0x16a730	273
0x16a850	638
0x16aad0	104
0x16ab40	1292
0x16b050	999
0x16b440	2284
0x16bd30	51
0x16bd70	32
0x16bd90	39
0x16bde0	90
0x16be40	138
0x16bed0	86
0x16bf30	244
0x16c030	39
0x16c080	46
0x16c120	675
0x16c3d0	11
0x16c3e0	387
0x16c570	32
0x16c590	89
0x16c5f0	96
0x16c650	97
0x16c6c0	95
0x16c720	95
0x16c780	95
0x16c7e0	95
0x16c840	95
0x16c8a0	95
0x16c900	95
0x16c960	534
0x16cb80	95
0x16cbe0	33
0x16cc10	160
0x16ccb0	68
0x16cd00	335
0x16ce50	286
0x16cf70	205
0x16d040	503
0x16d240	202
0x16d310	202
0x16d3e0	42
0x16d410	114
0x16d490	26
0x16d4b0	159
0x16d550	155
0x16d5f0	53
0x16d630	225
0x16d720	574
0x16d960	34
0x16d990	211
0x16da70	96
0x16dad0	652
0x16dd60	245
0x16de60	41
0x16de90	37
0x16dec0	215
0x16dfa0	292
0x16e0d0	361
0x16e240	242
0x16e340	139
0x16e3d0	6
0x16e3e0	41
0x16e410	153
0x16e4b0	149
0x16e550	38
0x16e580	110
0x16e5f0	244
0x16e6f0	670
0x16e990	160
0x16ea30	249
0x16eb30	144
0x16ebc0	6
0x16ebd0	38
0x16ec00	159
0x16eca0	155
0x16ed40	69
0x16ed90	81
0x16edf0	43
0x16ee20	254
0x16ef20	1404
0x16f4a0	33
0x16f4d0	194
0x16f5a0	76
0x16f5f0	310
0x16f730	207
0x16f800	88
0x16f860	55
0x16f8a0	787
0x16fbc0	230
0x16fcb0	494
0x16fea0	506
0x1700a0	289
0x1701d0	409
0x170370	33
0x1703a0	215
0x170480	85
0x1704e0	423
0x170690	207
0x170760	96
0x1707c0	179
0x170880	760
0x170b80	725
0x170e60	520
0x171070	522
0x171280	311
0x1713c0	362
0x171530	33
0x171560	18
0x171580	346
0x1716e0	207
0x1717b0	75
0x171800	61
0x171840	669
0x171ae0	154
0x171b80	41
0x171bb0	37
0x171be0	215
0x171cc0	574
0x171f00	25
0x171f20	153
0x171fc0	149
0x172060	242
0x172160	139
0x1721f0	6
0x172200	48
0x172230	49
0x172270	630
0x1724f0	26
0x172510	153
0x1725b0	149
0x172650	32
0x172670	413
0x172810	6
0x172820	53
0x172860	224
0x172940	516
0x172b50	13
0x172b60	510
0x172d60	224
0x172e40	511
0x173040	511
0x173240	572
0x173480	82
0x1734e0	59
0x173520	94
0x173580	19
0x1735a0	195
0x173670	1024
0x173a70	528
0x173c80	656
0x173f10	188
0x173fd0	145
0x174070	312
0x1741b0	556
0x1743e0	556
0x174610	1152
0x174a90	586
0x174ce0	47
0x174d10	288
0x174e30	32
0x174e50	89
0x174eb0	96
0x174f10	97
0x174f80	95
0x174fe0	95
0x175040	95
0x1750a0	95
0x175100	95
0x175160	95
0x1751c0	95
0x175220	64
0x175260	33
0x175290	377
0x175410	32
0x175430	143
0x1754c0	33
0x1754f0	596
0x175750	84
0x1757b0	33
0x1757e0	550
0x175a10	16
0x175a20	62
0x175a60	5
0x175a70	32
0x175a90	896
0x175e10	32
0x175e30	33
0x175e60	1648
0x1764d0	83
0x176530	5
0x176540	1000
0x176930	209
0x176a10	32
0x176a30	89
0x176a90	96
0x176af0	97
0x176b60	95
0x176bc0	95
0x176c20	95
0x176c80	95
0x176ce0	95
0x176d40	95
0x176da0	95
0x176e00	128
0x176e80	128
0x176f00	400
0x177090	33
0x1770c0	190
0x177180	383
0x177300	18
0x177320	49
0x177360	453
0x177530	524
0x177740	78
0x177790	123
0x177810	97
0x177880	194
0x177950	190
0x177a10	26
0x177a30	24
0x177a50	48
0x177a80	48
0x177ab0	48
0x177ae0	208
0x177bb0	47
0x177be0	175
0x177c90	77
0x177ce0	46
0x177d10	90
0x177d70	108
0x177de0	552
0x178010	626
0x178290	427
0x178440	786
0x178760	462
0x178930	178
0x1789f0	158
0x178a90	880
0x178e00	607
0x179060	593
0x1792c0	721
0x1795a0	714
0x179870	234
0x179960	11619
0x17c6d0	172
0x17c780	14
0x17c790	64
0x17c7f0	404
0x17c9b0	18
0x17c9d0	42
0x17ca00	67
0x17ca50	33
0x17ca80	5
0x17ca90	169
0x17cb40	33
0x17cb70	33
0x17cba0	86
0x17cc00	245
0x17cd00	133
0x17cd90	33
0x17cdc0	285
0x17cee0	253
0x17cfe0	207
0x17d0b0	80
0x17d100	33
0x17d130	33
0x17d160	5
0x17d170	7671
0x17ef70	953
0x17f330	995
0x17f720	24
0x17f740	981
0x17fb20	102
0x17fb90	796
0x17feb0	1402
0x180430	1595
0x180a70	1675
0x181100	2199
0x1819a0	369
0x181b20	595
0x181d80	1360
0x1822d0	2152
0x182b40	837
0x182e90	731
0x183170	1038
0x183580	780
0x183890	688
0x183b40	893
0x183ec0	33
0x183ef0	38
0x183f20	239
0x184010	223
0x1840f0	1116
0x184550	1688
0x184bf0	80
0x184c40	1037
0x185050	680
0x185300	506
0x185500	2185
0x185d90	709
0x186060	121
0x1860e0	1228
0x1865b0	5098
0x1879a0	537
0x187bc0	312
0x187d00	1572
0x188330	1122
0x1887a0	2541
0x189190	28
0x1891b0	69
0x189200	33
0x189230	5
0x189240	47
0x189270	62
0x1892b0	449
0x189480	68
0x1894d0	64
0x189510	163
0x1895c0	335
0x189710	1039
0x189b20	316
0x189c60	206
0x189d30	613
0x189fa0	729
0x18a280	123
0x18a300	319
0x18a440	830
0x18a780	698
0x18aa40	942
0x18adf0	26
0x18ae10	99
0x18ae80	147
0x18af20	386
0x18b0b0	103
0x18b120	1000
0x18b510	269
0x18b620	367
0x18b790	675
0x18ba40	373
0x18bbc0	172
0x18bc70	102
0x18bce0	1455
0x18c290	722
0x18c570	999
0x18c960	284
0x18ca80	354
0x18cbf0	338
0x18cd50	281
0x18ce70	64
0x18ceb0	247
0x18cfb0	297
0x18d0e0	266
0x18d1f0	487
0x18d3e0	290
0x18d510	2624
0x18df50	87
0x18dfb0	800
0x18e2e0	33
0x18e310	33
0x18e340	889
0x18e6c0	49
0x18e700	761
0x18ea00	110
0x18ea70	59
0x18eab0	33
0x18eae0	14
0x18eaf0	21
0x18eb10	54
0x18eb50	15
0x18eb60	75
0x18ebb0	33
0x18ebe0	828
0x18ef20	338
0x18f080	38
0x18f0b0	62
0x18f0f0	23
0x18f110	73
0x18f160	787
0x18f480	707
0x18f750	778
0x18fa60	426
0x18fc10	546
0x18fe40	59
0x18fe80	102
0x18fef0	141
0x18ff80	49
0x18ffc0	168
0x190070	817
0x1903b0	317
0x1904f0	795
0x190810	701
0x190ad0	804
0x190e00	79
0x190e50	817
0x191190	384
0x191310	821
0x191650	792
0x191970	818
0x191cb0	51
0x191cf0	818
0x192030	51
0x192070	32
0x192090	334
0x1921e0	908
0x192570	334
0x1926c0	726
0x1929a0	334
0x192af0	709
0x192dc0	334
0x192f10	694
0x1931d0	334
0x193320	696
0x1935e0	334
0x193730	699
0x1939f0	1361
0x193f50	601
0x1941b0	108
0x194220	108
0x194290	135
0x194320	952
0x1946e0	801
0x194a10	526
0x194c20	765
0x194f20	539
0x195140	736
0x195420	531
0x195640	732
0x195920	513
0x195b30	735
0x195e10	516
0x196020	33
0x196050	125
0x1960d0	168
0x196180	89
0x1961e0	76
0x196230	674
0x1964e0	1184
0x196980	359
0x196af0	323
0x196c40	981
0x197020	132
0x1970b0	53
0x1970f0	42
0x197120	5
0x197130	5
0x197140	69
0x197190	32
0x1971b0	59
0x1971f0	217
0x1972d0	669
0x197570	117
0x1975f0	225
0x1976e0	94
0x197740	83
0x1977a0	166
0x197850	171
0x197900	35
0x197930	90
0x197990	63
0x1979d0	660
0x197c70	132
0x197d00	1294
0x198210	547
0x198440	85
0x1984a0	576
0x1986e0	162
0x198790	683
0x198a40	162
0x198af0	901
0x198e80	37
0x198eb0	403
0x199050	67
0x1990a0	28
0x1990c0	32
0x1990e0	89
0x199140	96
0x1991a0	97
0x199210	95
0x199270	95
0x1992d0	95
0x199330	95
0x199390	95
0x1993f0	95
0x199450	95
0x1994b0	528
0x1996c0	151
0x199760	103
0x1997d0	703
0x199a90	241
0x199b90	171
0x199c40	331
0x199d90	234
0x199e80	61
0x199ec0	127
0x199f40	225
0x19a030	135
0x19a0c0	235
0x19a1b0	34
0x19a1e0	37
0x19a210	475
0x19a3f0	21
0x19a410	92
0x19a470	67
0x19a4c0	206
0x19a590	274
0x19a6b0	275
0x19a7d0	81
0x19a830	16
0x19a840	955
0x19ac00	169
0x19acb0	853
0x19b010	106
0x19b080	533
0x19b2a0	32
0x19b2c0	89
0x19b320	96
0x19b380	97
0x19b3f0	95
0x19b450	95
0x19b4b0	95
0x19b510	95
0x19b570	95
0x19b5d0	95
0x19b630	95
0x19b690	32
0x19b6b0	89
0x19b710	96
0x19b770	97
0x19b7e0	95
0x19b840	95
0x19b8a0	95
0x19b900	95
0x19b960	95
0x19b9c0	95
0x19ba20	95
0x19ba80	29
0x19baa0	833
0x19bdf0	2761
0x19c8c0	33
0x19c8f0	117
0x19c970	27
0x19c990	16
0x19c9a0	1681
0x19d040	2976
0x19dbe0	132
0x19dc70	32
0x19dc90	608
0x19def0	368
0x19e060	48
0x19e090	183
0x19e150	863
0x19e4b0	23
0x19e4d0	20
0x19e4f0	20
0x19e510	32
0x19e530	89
0x19e590	96
0x19e5f0	97
0x19e660	95
0x19e6c0	95
0x19e720	95
0x19e780	95
0x19e7e0	95
0x19e840	95
0x19e8a0	95
0x19e900	847
0x19ec50	2728
0x19f700	402
0x19f8a0	659
0x19fb40	386
0x19fcd0	270
0x19fde0	68
0x19fe30	10831
0x1a2880	981
0x1a2c60	155
0x1a2d00	388
0x1a2e90	468
0x1a3070	472
0x1a3250	796
0x1a3570	388
0x1a3700	195
0x1a37d0	380
0x1a3950	104
0x1a39c0	692
0x1a3c80	58
0x1a3cc0	373
0x1a3e40	269
0x1a3f50	369
0x1a40d0	155
0x1a4170	692
0x1a4430	696
0x1a46f0	275
0x1a4810	271
0x1a4920	66
0x1a4970	585
0x1a4bc0	1689
0x1a5260	476
0x1a5440	1612
0x1a5a90	387
0x1a5c20	1474
0x1a61f0	355
0x1a6360	842
0x1a66b0	20
0x1a66d0	229
0x1a67c0	1196
0x1a6c70	1029
0x1a7080	666
0x1a7320	104
0x1a7390	459
0x1a7560	815
0x1a7890	77
0x1a78e0	717
0x1a7bb0	197
0x1a7c80	1032
0x1a8090	1444
0x1a8640	73
0x1a8690	701
0x1a8950	2457
0x1a92f0	99
0x1a9360	60
0x1a93a0	164
0x1a9450	277
0x1a9570	761
0x1a9870	179
0x1a9930	32
0x1a9950	89
0x1a99b0	96
0x1a9a10	97
0x1a9a80	95
0x1a9ae0	95
0x1a9b40	95
0x1a9ba0	95
0x1a9c00	95
0x1a9c60	95
0x1a9cc0	95
0x1a9d20	87
0x1a9d80	48
0x1a9db0	674
0x1aa060	462
0x1aa230	238
0x1aa320	32
0x1aa340	65
0x1aa390	33
0x1aa3c0	79
0x1aa410	96
0x1aa470	37
0x1aa4a0	69
0x1aa4f0	99
0x1aa560	161
0x1aa610	122
0x1aa690	32
0x1aa6b0	89
0x1aa710	96
0x1aa770	97
0x1aa7e0	95
0x1aa840	95
0x1aa8a0	95
0x1aa900	95
0x1aa960	95
0x1aa9c0	95
0x1aaa20	95
0x1aaa80	14569
0x1ae370	29
0x1ae390	33
0x1ae3c0	107
0x1ae430	203
0x1ae500	169
0x1ae5b0	411
0x1ae750	930
0x1aeb00	531
0x1aed20	155
0x1aedc0	320
0x1aef00	588
0x1af150	343
0x1af2b0	733
0x1af590	1015
0x1af990	593
0x1afbf0	378
0x1afd70	123
0x1afdf0	2747
0x1b08b0	1263
0x1b0da0	321
0x1b0ef0	468
0x1b10d0	680
