# MANUALLY MANAGED - this file was INITIALLY GENERATED by homm3.carve
# (provenance below) and is hand-owned after admission: boundary
# corrections are edited directly into these rows; do not regenerate
# over hand edits.
# generator: homm3.carve.relocs emit-relocs
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# date: 2026-08-04
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE
# per-site evidence for retail-relocs.tsv; dispositions explained there
site_rva	value	channel	detail	target_class	ctx	disposition
0x7e1b	0x6989c8	code	mov	data	mem	kept
0x7e24	0x69ccd4	code	mov	data	mem	kept
0x7e2e	0x699280	code	mov	data	mem	kept
0x7e78	0x699260	code	mov	data	mem	kept
0x7e83	0x6994e0	code	mov	data	mem	kept
0x7e8d	0x699284	code	mov	data	mem	kept
0x7f16	0x69777c	code	mov	data	mem	kept
0x7f8b	0x6994e0	code	mov	data	mem	kept
0x7fc4	0x6994e0	code	mov	data	mem	kept
0x7ff1	0x699284	code	mov	data	mem	kept
0x802f	0x698774	code	mov	data	mem	kept
0x8042	0x69ccb0	code	mov	data	mem	kept
0x8050	0x6989c8	code	mov	data	mem	kept
0x8059	0x69ccd4	code	mov	data	mem	kept
0x8063	0x699280	code	mov	data	mem	kept
0x807c	0x69ccb0	code	mov	data	mem	kept
0x8093	0x6994e8	code	mov	data	mem	kept
0x80fb	0x69ccb0	code	mov	data	mem	kept
0x8112	0x699260	code	mov	data	mem	kept
0x8136	0x699260	code	mov	data	mem	kept
0x8148	0x678330	code	mov	data	mem	kept
0x814e	0x6993c4	code	mov	data	mem	kept
0x815a	0x69ccb0	code	mov	data	mem	kept
0x816c	0x69ccb0	code	mov	data	mem	kept
0x817e	0x6994e8	code	mov	data	mem	kept
0x81ac	0x699268	code	mov	data	mem	kept
0x81c0	0x699268	code	mov	data	mem	kept
0x81db	0x699260	code	mov	data	mem	kept
0x821a	0x699260	code	mov	data	mem	kept
0x8229	0x6994e8	code	mov	data	mem	kept
0x8253	0x6994e8	code	mov	data	mem	kept
0x831e	0x699260	code	mov	data	mem	kept
0x832c	0x699560	code	mov	data	mem	kept
0x836e	0x699560	code	mov	data	mem	kept
0x83dc	0x69954c	code	mov	data	mem	kept
0x83e6	0x69d808	code	mov	data	mem	kept
0x84b7	0x69ccb0	code	mov	data	mem	kept
0x8586	0x69ccb0	code	mov	data	mem	kept
0x85aa	0x699260	code	mov	data	mem	kept
0x85b7	0x699260	code	mov	data	mem	kept
0x86a2	0x69ccb0	code	mov	data	mem	kept
0x8720	0x678330	code	mov	data	mem	kept
0x8727	0x6993c4	code	mov	data	mem	kept
0x8750	0x407bd7	switch	table@0x8750	code	-	kept
0x8754	0x408301	switch	table@0x8750	code	-	kept
0x8758	0x408204	switch	table@0x8750	code	-	kept
0x875c	0x40840b	switch	table@0x8750	code	-	kept
0x8760	0x4084db	switch	table@0x8750	code	-	kept
0x8764	0x4081ce	switch	table@0x8750	code	-	kept
0x8768	0x407c1a	switch	table@0x8750	code	-	kept
0x876c	0x4085a8	switch	table@0x8750	code	-	kept
0x87cd	0x6972b8	code	mov	data	mem	kept
0x87f4	0x69d630	code	mov	data	imm	kept
0x8802	0x6a5d5c	code	mov	data	mem	kept
0x8831	0x69d630	code	mov	data	imm	kept
0x883c	0x6994e8	code	mov	data	mem	kept
0x8862	0x69ccb0	code	mov	data	mem	kept
0x8870	0x691209	code	mov	data	mem	kept
0x8879	0x69cca8	code	mov	data	mem	kept
0x887f	0x69120c	code	mov	data	mem	kept
0x8888	0x69954c	code	mov	data	mem	kept
0x8896	0x6994e8	code	mov	data	mem	kept
0x88a1	0x6994e8	code	mov	data	mem	kept
0x88b4	0x691209	code	mov	data	mem	kept
0x88be	0x69cca8	code	mov	data	mem	kept
0x88c3	0x69120c	code	mov	data	mem	kept
0x88d0	0x6783d0	code	mov	data	mem	kept
0x88e0	0x699290	code	mov	data	mem	kept
0x88ed	0x698760	code	mov	data	mem	kept
0x88fb	0x699544	code	mov	data	mem	kept
0x891b	0x6993c4	code	mov	data	mem	kept
0x8921	0x699544	code	mov	data	mem	kept
0x8930	0x678330	code	mov	data	mem	kept
0x8a89	0x698998	code	mov	data	mem	kept
0x8ae6	0x699280	code	mov	data	mem	kept
0x8b04	0x698998	code	mov	data	mem	kept
0x8b2e	0x698998	code	mov	data	mem	kept
0x8b48	0x698998	code	mov	data	mem	kept
0x8b65	0x6972b8	code	mov	data	mem	kept
0x8b9b	0x691209	code	mov	data	mem	kept
0x8ba4	0x69120c	code	mov	data	mem	kept
0x8baa	0x69cca8	code	mov	data	mem	kept
0x8bb4	0x69ccb0	code	mov	data	mem	kept
0x8bc1	0x69ccb0	code	mov	data	mem	kept
0x8bcd	0x69cca8	code	mov	data	mem	kept
0x8bd3	0x69928c	code	mov	data	mem	kept
0x8bde	0x691209	code	mov	data	mem	kept
0x8be8	0x69cca8	code	mov	data	mem	kept
0x8bed	0x69120c	code	mov	data	mem	kept
0x8bf7	0x69ccb0	code	mov	data	mem	kept
0x8c03	0x69ccb0	code	mov	data	mem	kept
0x8c0f	0x69954c	code	mov	data	mem	kept
0x8c19	0x69ccbc	code	mov	data	mem	kept
0x8c20	0x6994e8	code	mov	data	mem	kept
0x8c61	0x6994e8	code	mov	data	mem	kept
0x8c6e	0x69ccb0	code	mov	data	mem	kept
0x8c8c	0x6994e8	code	mov	data	mem	kept
0x8cb9	0x40978c	code	mov	code	mem	kept
0x8cc0	0x40973c	code	jmp	code	mem	kept
0x8ce7	0x69ccb0	code	mov	data	mem	kept
0x8cf5	0x6989c8	code	mov	data	mem	kept
0x8cfe	0x69ccd4	code	mov	data	mem	kept
0x8d08	0x699280	code	mov	data	mem	kept
0x8ea6	0x69ccb0	code	mov	data	mem	kept
0x8eb8	0x6994e8	code	mov	data	mem	kept
0x8ee4	0x69ccb0	code	mov	data	mem	kept
0x8ef2	0x6989c8	code	mov	data	mem	kept
0x8eff	0x69ccd4	code	mov	data	mem	kept
0x8f0d	0x699280	code	mov	data	mem	kept
0x8f26	0x69ccb0	code	mov	data	mem	kept
0x8f3b	0x6994e8	code	mov	data	mem	kept
0x8fa2	0x699280	code	mov	data	mem	kept
0x8fc0	0x698998	code	mov	data	mem	kept
0x8fea	0x698998	code	mov	data	mem	kept
0x9004	0x698998	code	mov	data	mem	kept
0x900f	0x699260	code	mov	data	mem	kept
0x901c	0x678150	code	movsx	data	mem	kept
0x9032	0x678151	code	movsx	data	mem	kept
0x9070	0x699260	code	mov	data	mem	kept
0x9080	0x6993c4	code	mov	data	mem	kept
0x9088	0x678330	code	mov	data	mem	kept
0x90bd	0x69ccb0	code	mov	data	mem	kept
0x90d4	0x699260	code	mov	data	mem	kept
0x9105	0x69ccb0	code	mov	data	mem	kept
0x9118	0x69ccb0	code	mov	data	mem	kept
0x9133	0x6994e8	code	mov	data	mem	kept
0x915a	0x699268	code	mov	data	mem	kept
0x916e	0x69ccb0	code	mov	data	mem	kept
0x9174	0x699268	code	mov	data	mem	kept
0x9187	0x69ccb0	code	mov	data	mem	kept
0x92e1	0x69ccb0	code	mov	data	mem	kept
0x92f3	0x6994e8	code	mov	data	mem	kept
0x935b	0x6994e8	code	mov	data	mem	kept
0x936d	0x6a5d5c	code	mov	data	mem	kept
0x939a	0x699280	code	mov	data	mem	kept
0x93b6	0x6976d8	code	mov	data	mem	kept
0x93cb	0x6994e8	code	mov	data	mem	kept
0x93de	0x6a5d5c	code	mov	data	mem	kept
0x940b	0x699280	code	mov	data	mem	kept
0x942b	0x6976d8	code	mov	data	mem	kept
0x9440	0x6a5d5c	code	mov	data	mem	kept
0x9472	0x699280	code	mov	data	mem	kept
0x948e	0x6976d8	code	mov	data	mem	kept
0x94b8	0x699260	code	mov	data	mem	kept
0x94c7	0x6994e8	code	mov	data	mem	kept
0x94d2	0x699280	code	mov	data	mem	kept
0x94e1	0x6a5d5c	code	mov	data	mem	kept
0x950e	0x699280	code	mov	data	mem	kept
0x9524	0x6976d8	code	mov	data	mem	kept
0x955d	0x69ccb0	code	mov	data	mem	kept
0x956b	0x6989c8	code	mov	data	mem	kept
0x9574	0x69ccd4	code	mov	data	mem	kept
0x957e	0x699280	code	mov	data	mem	kept
0x966f	0x69ccb0	code	mov	data	mem	kept
0x967d	0x6989c8	code	mov	data	mem	kept
0x9686	0x69ccd4	code	mov	data	mem	kept
0x9690	0x699280	code	mov	data	mem	kept
0x973c	0x40943a	switch	table@0x973c	code	-	kept
0x9740	0x40953d	switch	table@0x973c	code	-	kept
0x9744	0x4094b6	switch	table@0x973c	code	-	kept
0x9748	0x40932b	switch	table@0x973c	code	-	kept
0x974c	0x409606	switch	table@0x973c	code	-	kept
0x9750	0x4094a1	switch	table@0x973c	code	-	kept
0x9754	0x4092d4	switch	table@0x973c	code	-	kept
0x9758	0x4093c9	switch	table@0x973c	code	-	kept
0x975c	0x409340	switch	table@0x973c	code	-	kept
0x9760	0x409359	switch	table@0x973c	code	-	kept
0x9764	0x408cc4	switch	table@0x973c	code	-	kept
0x9768	0x4092ab	switch	table@0x973c	code	-	kept
0x976c	0x408e78	switch	table@0x973c	code	-	kept
0x9770	0x4091b5	switch	table@0x973c	code	-	kept
0x9774	0x409282	switch	table@0x973c	code	-	kept
0x9778	0x4091de	switch	table@0x973c	code	-	kept
0x977c	0x409259	switch	table@0x973c	code	-	kept
0x9780	0x409230	switch	table@0x973c	code	-	kept
0x9784	0x409207	switch	table@0x973c	code	-	kept
0x9788	0x40972c	switch	table@0x973c	code	-	kept
0x97ed	0x6994e8	code	mov	data	mem	kept
0x97f8	0x69ccb0	code	mov	data	mem	kept
0x981e	0x409a44	code	mov	code	mem	kept
0x9825	0x409a30	code	jmp	code	mem	kept
0x9894	0x69ccb0	code	mov	data	mem	kept
0x98a2	0x6989c8	code	mov	data	mem	kept
0x98af	0x69ccd4	code	mov	data	mem	kept
0x98bd	0x699280	code	mov	data	mem	kept
0x9924	0x699280	code	mov	data	mem	kept
0x9942	0x698998	code	mov	data	mem	kept
0x996c	0x698998	code	mov	data	mem	kept
0x9986	0x698998	code	mov	data	mem	kept
0x99fa	0x6a5d5c	code	mov	data	mem	kept
0x9a30	0x4099c0	switch	table@0x9a30	code	-	kept
0x9a34	0x4099d2	switch	table@0x9a30	code	-	kept
0x9a38	0x409829	switch	table@0x9a30	code	-	kept
0x9a3c	0x40987d	switch	table@0x9a30	code	-	kept
0x9a40	0x4099da	switch	table@0x9a30	code	-	kept
0x9a7b	0x6994e8	code	mov	data	mem	kept
0x9a87	0x69ccb0	code	mov	data	mem	kept
0x9ab0	0x40a094	code	mov	code	mem	kept
0x9ab7	0x40a058	code	jmp	code	mem	kept
0x9abd	0x6994e8	code	mov	data	mem	kept
0x9b23	0x6994e8	code	mov	data	mem	kept
0x9b5c	0x69ccb0	code	mov	data	mem	kept
0x9b6a	0x6989c8	code	mov	data	mem	kept
0x9b73	0x69ccd4	code	mov	data	mem	kept
0x9b7d	0x699280	code	mov	data	mem	kept
0x9c15	0x6994e8	code	mov	data	mem	kept
0x9c36	0x69ccb0	code	mov	data	mem	kept
0x9c45	0x69ccb0	code	mov	data	mem	kept
0x9c9f	0x699280	code	mov	data	mem	kept
0x9cae	0x6a5d5c	code	mov	data	mem	kept
0x9cdb	0x699280	code	mov	data	mem	kept
0x9cf1	0x6976d8	code	mov	data	mem	kept
0x9d14	0x6994e8	code	mov	data	mem	kept
0x9d24	0x69ccb0	code	mov	data	mem	kept
0x9d32	0x698778	code	mov	data	mem	kept
0x9d3b	0x6a5d5c	code	mov	data	mem	kept
0x9d68	0x699280	code	mov	data	mem	kept
0x9d7b	0x6994e8	code	mov	data	mem	kept
0x9d8f	0x69ccb0	code	mov	data	mem	kept
0x9d9d	0x6989c8	code	mov	data	mem	kept
0x9da6	0x69ccd4	code	mov	data	mem	kept
0x9e08	0x69ccb0	code	mov	data	mem	kept
0x9e24	0x699560	code	mov	data	mem	kept
0x9e5a	0x6994e8	code	mov	data	mem	kept
0x9e64	0x6985c0	code	mov	data	mem	kept
0x9e7e	0x699260	code	mov	data	mem	kept
0x9e8a	0x699260	code	mov	data	mem	kept
0x9e97	0x69873c	code	mov	data	mem	kept
0x9eb1	0x6994e8	code	mov	data	mem	kept
0x9ed0	0x699560	code	mov	data	mem	kept
0x9f51	0x699280	code	mov	data	mem	kept
0x9f6c	0x6994e8	code	mov	data	mem	kept
0xa058	0x409e23	switch	table@0xa058	code	-	kept
0xa05c	0x409f6b	switch	table@0xa058	code	-	kept
0xa060	0x409abb	switch	table@0xa058	code	-	kept
0xa064	0x409b0e	switch	table@0xa058	code	-	kept
0xa068	0x409c7a	switch	table@0xa058	code	-	kept
0xa06c	0x409f62	switch	table@0xa058	code	-	kept
0xa070	0x409c96	switch	table@0xa058	code	-	kept
0xa074	0x409d01	switch	table@0xa058	code	-	kept
0xa078	0x409d89	switch	table@0xa058	code	-	kept
0xa07c	0x409d12	switch	table@0xa058	code	-	kept
0xa080	0x409ad2	switch	table@0xa058	code	-	kept
0xa084	0x409ae1	switch	table@0xa058	code	-	kept
0xa088	0x409af0	switch	table@0xa058	code	-	kept
0xa08c	0x409aff	switch	table@0xa058	code	-	kept
0xa090	0x409fd2	switch	table@0xa058	code	-	kept
0xa0d9	0x6a5d5c	code	mov	data	mem	kept
0xa118	0x6783cc	code	mov	data	mem	kept
0xa211	0x6783c8	code	mov	data	mem	kept
0xa24c	0x6783cc	code	mov	data	mem	kept
0xa2c2	0x699280	code	mov	data	mem	kept
0xa2df	0x698998	code	mov	data	mem	kept
0xa309	0x698998	code	mov	data	mem	kept
0xa323	0x698998	code	mov	data	mem	kept
0xa34b	0x6994e0	code	mov	data	mem	kept
0xa396	0x6994e0	code	mov	data	mem	kept
0xa420	0x699260	code	mov	data	mem	kept
0xa486	0x6783c8	code	mov	data	mem	kept
0xa54b	0x699280	code	mov	data	mem	kept
0xa568	0x698998	code	mov	data	mem	kept
0xa592	0x698998	code	mov	data	mem	kept
0xa5ac	0x698998	code	mov	data	mem	kept
0xa5dd	0x6994e8	code	mov	data	mem	kept
0xa5f1	0x6994e8	code	mov	data	mem	kept
0xa747	0x69ccb0	code	mov	data	mem	kept
0xa792	0x40ab94	code	mov	code	mem	kept
0xa799	0x40ab80	code	jmp	code	mem	kept
0xa869	0x6994e8	code	mov	data	mem	kept
0xa88d	0x6994e8	code	mov	data	mem	kept
0xa90c	0x699284	code	mov	data	mem	kept
0xa93a	0x6783cc	code	imul	data	mem	kept
0xa950	0x6783c8	code	imul	data	mem	kept
0xa960	0x69ccb0	code	mov	data	mem	kept
0xa994	0x698774	code	mov	data	mem	kept
0xaa27	0x6994e8	code	mov	data	mem	kept
0xaa3e	0x6994e8	code	mov	data	mem	kept
0xaa5b	0x6994e8	code	mov	data	mem	kept
0xaa7e	0x69ccb0	code	mov	data	mem	kept
0xaab3	0x6994e8	code	mov	data	mem	kept
0xaaf4	0x6994e8	code	mov	data	mem	kept
0xab03	0x69ccb0	code	mov	data	mem	kept
0xab1a	0x69778c	code	mov	data	mem	kept
0xab28	0x6994e8	code	mov	data	mem	kept
0xab80	0x40a7c4	switch	table@0xab80	code	-	kept
0xab84	0x40a79d	switch	table@0xab80	code	-	kept
0xab88	0x40a810	switch	table@0xab80	code	-	kept
0xab8c	0x40a7e9	switch	table@0xab80	code	-	kept
0xab90	0x40a82f	switch	table@0xab80	code	-	kept
0xabe6	0x627598	code	push	code	imm	kept
0xac49	0x6a5d5c	code	mov	data	mem	kept
0xac70	0x660330	code	mov	data	imm	kept
0xac80	0x660330	code	push	data	imm	kept
0xaca8	0x66032c	code	mov	data	imm	kept
0xacb8	0x66032c	code	push	data	imm	kept
0xacc6	0x6a5d5c	code	mov	data	mem	kept
0xad0f	0x660330	code	mov	data	imm	kept
0xad1f	0x660330	code	push	data	imm	kept
0xad45	0x6747b0	code	mov	data	mem	kept
0xad50	0x691210	code	mov	data	imm	kept
0xada7	0x6747b0	code	mov	data	mem	kept
0xadb7	0x691210	code	mov	data	imm	kept
0xadbf	0x6a5d5c	code	mov	data	mem	kept
0xade8	0x63a60c	code	mov	data	mem	kept
0xae3c	0x660330	code	mov	data	imm	kept
0xae51	0x63a60c	code	mov	data	mem	kept
0xae82	0x660330	code	mov	data	imm	kept
0xaeae	0x63a60c	code	mov	data	mem	kept
0xaf13	0x63a60c	code	mov	data	mem	kept
0xb000	0x69ccb0	code	mov	data	mem	kept
0xb00e	0x6994e8	code	mov	data	mem	kept
0xb087	0x6994e8	code	mov	data	mem	kept
0xb0b5	0x6994e8	code	mov	data	mem	kept
0xb135	0x699280	code	mov	data	mem	kept
0xb156	0x6275b8	code	push	code	imm	kept
0xb184	0x6994e8	code	mov	data	mem	kept
0xb192	0x6994e8	code	mov	data	mem	kept
0xb1c2	0x6994e8	code	mov	data	mem	kept
0xb20a	0x40d314	code	mov	code	mem	kept
0xb211	0x40d228	code	jmp	code	mem	kept
0xb227	0x6a79ec	code	mov	data	mem	kept
0xb23b	0x6973d8	code	mov	data	imm	kept
0xb24d	0x6a79fc	code	mov	data	mem	kept
0xb261	0x6973d8	code	mov	data	imm	kept
0xb2a1	0x6a5d5c	code	mov	data	mem	kept
0xb2b6	0x66034c	code	push	data	imm	kept
0xb2d0	0x6a5d5c	code	mov	data	mem	kept
0xb2e5	0x66034c	code	push	data	imm	kept
0xb304	0x6a79ec	code	mov	data	mem	kept
0xb30b	0x6a7520	code	mov	data	mem	kept
0xb312	0x660344	code	push	literal-interior	imm	kept
0xb317	0x6973d8	code	push	data	imm	kept
0xb32d	0x6a7a14	code	mov	data	mem	kept
0xb334	0x6a7520	code	mov	data	mem	kept
0xb33b	0x660344	code	push	literal-interior	imm	kept
0xb340	0x6973d8	code	push	data	imm	kept
0xb35c	0x6994e8	code	mov	data	mem	kept
0xb374	0x6a5d5c	code	mov	data	mem	kept
0xb389	0x66034c	code	push	data	imm	kept
0xb3a3	0x6a5d5c	code	mov	data	mem	kept
0xb3b8	0x66034c	code	push	data	imm	kept
0xb3d2	0x6a7a18	code	mov	data	mem	kept
0xb3e6	0x6973d8	code	mov	data	imm	kept
0xb40e	0x6994e8	code	mov	data	mem	kept
0xb437	0x69127c	code	mov	data	mem	kept
0xb443	0x66034c	code	push	data	imm	kept
0xb466	0x6973d8	code	mov	data	imm	kept
0xb49c	0x6a7a24	code	mov	data	mem	kept
0xb4b0	0x6973d8	code	mov	data	imm	kept
0xb4d8	0x6994e8	code	mov	data	mem	kept
0xb501	0x691280	code	mov	data	mem	kept
0xb50d	0x66034c	code	push	data	imm	kept
0xb530	0x6973d8	code	mov	data	imm	kept
0xb569	0x69778c	code	mov	data	mem	kept
0xb570	0x660330	code	push	data	imm	kept
0xb579	0x6973d8	code	mov	data	imm	kept
0xb58b	0x6994e8	code	mov	data	mem	kept
0xb5b0	0x6a5898	code	mov	data	mem	kept
0xb5b7	0x6914fc	code	mov	data	mem	kept
0xb5c1	0x6914fc	code	mov	data	mem	kept
0xb5cd	0x6994e8	code	mov	data	mem	kept
0xb5f2	0x6a5898	code	mov	data	mem	kept
0xb5f9	0x691354	code	mov	data	mem	kept
0xb600	0x66033c	code	push	literal-start	imm	kept
0xb605	0x6973d8	code	push	data	imm	kept
0xb619	0x691354	code	mov	data	mem	kept
0xb624	0x6a7a44	code	mov	data	mem	kept
0xb638	0x6973d8	code	mov	data	imm	kept
0xb67b	0x6a5d5c	code	mov	data	mem	kept
0xb68a	0x66034c	code	push	data	imm	kept
0xb6aa	0x6a7a48	code	mov	data	mem	kept
0xb6be	0x6973d8	code	mov	data	imm	kept
0xb6e6	0x6994e8	code	mov	data	mem	kept
0xb70f	0x691298	code	mov	data	mem	kept
0xb71b	0x66034c	code	push	data	imm	kept
0xb73e	0x6973d8	code	mov	data	imm	kept
0xb779	0x69778c	code	mov	data	mem	kept
0xb780	0x660330	code	push	data	imm	kept
0xb78a	0x6973d8	code	mov	data	imm	kept
0xb79a	0x69778c	code	mov	data	mem	kept
0xb7a1	0x660330	code	push	data	imm	kept
0xb7ab	0x6973d8	code	mov	data	imm	kept
0xb7bb	0x69778c	code	mov	data	mem	kept
0xb7c2	0x660330	code	push	data	imm	kept
0xb7cc	0x6973d8	code	mov	data	imm	kept
0xb7db	0x69778c	code	mov	data	mem	kept
0xb7e2	0x660330	code	push	data	imm	kept
0xb7ec	0x6973d8	code	mov	data	imm	kept
0xb807	0x69778c	code	mov	data	mem	kept
0xb824	0x63a608	code	mov	data	imm	kept
0xb83d	0x6973d8	code	mov	data	imm	kept
0xb88c	0x6a7a5c	code	mov	data	mem	kept
0xb8a0	0x6973d8	code	mov	data	imm	kept
0xb8c8	0x6994e8	code	mov	data	mem	kept
0xb8f1	0x691284	code	mov	data	mem	kept
0xb8fd	0x66034c	code	push	data	imm	kept
0xb920	0x6973d8	code	mov	data	imm	kept
0xb959	0x6a7a64	code	mov	data	mem	kept
0xb96d	0x6973d8	code	mov	data	imm	kept
0xb989	0x69778c	code	mov	data	mem	kept
0xb9af	0x691288	code	mov	data	mem	kept
0xb9bb	0x66034c	code	push	data	imm	kept
0xb9de	0x6973d8	code	mov	data	imm	kept
0xba2f	0x6a7a68	code	mov	data	mem	kept
0xba43	0x6973d8	code	mov	data	imm	kept
0xba6b	0x6994e8	code	mov	data	mem	kept
0xba94	0x6912b0	code	mov	data	mem	kept
0xbaa0	0x66034c	code	push	data	imm	kept
0xbac3	0x6973d8	code	mov	data	imm	kept
0xbafc	0x6a7a6c	code	mov	data	mem	kept
0xbb10	0x6973d8	code	mov	data	imm	kept
0xbb38	0x6994e8	code	mov	data	mem	kept
0xbb61	0x69128c	code	mov	data	mem	kept
0xbb6d	0x66034c	code	push	data	imm	kept
0xbb90	0x6973d8	code	mov	data	imm	kept
0xbbcc	0x6a7a78	code	mov	data	mem	kept
0xbbe0	0x6973d8	code	mov	data	imm	kept
0xbc08	0x6994e8	code	mov	data	mem	kept
0xbc35	0x6912b4	code	mov	data	mem	kept
0xbc41	0x66034c	code	push	data	imm	kept
0xbc66	0x6994e8	code	mov	data	mem	kept
0xbc7d	0x6a5d5c	code	mov	data	mem	kept
0xbc95	0x6973d8	code	push	data	imm	kept
0xbca8	0x6a7a84	code	mov	data	mem	kept
0xbcbc	0x6973d8	code	mov	data	imm	kept
0xbce4	0x6994e8	code	mov	data	mem	kept
0xbd0d	0x6912d4	code	mov	data	mem	kept
0xbd19	0x66034c	code	push	data	imm	kept
0xbd3c	0x6973d8	code	mov	data	imm	kept
0xbd7c	0x6a7a88	code	mov	data	mem	kept
0xbd90	0x6973d8	code	mov	data	imm	kept
0xbdd4	0x6a7a90	code	mov	data	mem	kept
0xbde8	0x6973d8	code	mov	data	imm	kept
0xbe10	0x6994e8	code	mov	data	mem	kept
0xbe39	0x691294	code	mov	data	mem	kept
0xbe45	0x66034c	code	push	data	imm	kept
0xbe68	0x6973d8	code	mov	data	imm	kept
0xbea4	0x6a7a94	code	mov	data	mem	kept
0xbeb8	0x6973d8	code	mov	data	imm	kept
0xbed4	0x6994e8	code	mov	data	mem	kept
0xbef5	0x6a5898	code	mov	data	mem	kept
0xbefb	0x660334	code	push	literal-start	imm	kept
0xbf06	0x6a7aa8	code	mov	data	mem	kept
0xbf1a	0x6973d8	code	mov	data	imm	kept
0xbf42	0x6994e8	code	mov	data	mem	kept
0xbf6b	0x6912a0	code	mov	data	mem	kept
0xbf77	0x66034c	code	push	data	imm	kept
0xbf9a	0x6973d8	code	mov	data	imm	kept
0xbfd6	0x6a7aac	code	mov	data	mem	kept
0xbfea	0x6973d8	code	mov	data	imm	kept
0xc012	0x6994e8	code	mov	data	mem	kept
0xc03b	0x6912b8	code	mov	data	mem	kept
0xc047	0x66034c	code	push	data	imm	kept
0xc06a	0x6973d8	code	mov	data	imm	kept
0xc0c0	0x6a7ab0	code	mov	data	mem	kept
0xc0d4	0x6973d8	code	mov	data	imm	kept
0xc0fc	0x6994e8	code	mov	data	mem	kept
0xc125	0x6912e0	code	mov	data	mem	kept
0xc131	0x66034c	code	push	data	imm	kept
0xc154	0x6973d8	code	mov	data	imm	kept
0xc18a	0x6a7ab8	code	mov	data	mem	kept
0xc19e	0x6973d8	code	mov	data	imm	kept
0xc1c6	0x6994e8	code	mov	data	mem	kept
0xc1ef	0x69129c	code	mov	data	mem	kept
0xc1fb	0x66034c	code	push	data	imm	kept
0xc21e	0x6973d8	code	mov	data	imm	kept
0xc25a	0x6a7abc	code	mov	data	mem	kept
0xc26e	0x6973d8	code	mov	data	imm	kept
0xc296	0x6994e8	code	mov	data	mem	kept
0xc2bf	0x6912bc	code	mov	data	mem	kept
0xc2cb	0x66034c	code	push	data	imm	kept
0xc2ee	0x6973d8	code	mov	data	imm	kept
0xc328	0x660330	code	push	data	imm	kept
0xc330	0x6973d8	code	mov	data	imm	kept
0xc364	0x6747b0	code	mov	data	mem	kept
0xc36f	0x691210	code	mov	data	imm	kept
0xc388	0x660344	code	push	literal-interior	imm	kept
0xc38d	0x6973d8	code	push	data	imm	kept
0xc3a0	0x6a7ac8	code	mov	data	mem	kept
0xc3b4	0x6973d8	code	mov	data	imm	kept
0xc401	0x6a7acc	code	mov	data	mem	kept
0xc415	0x6973d8	code	mov	data	imm	kept
0xc43d	0x6994e8	code	mov	data	mem	kept
0xc466	0x6912e4	code	mov	data	mem	kept
0xc472	0x66034c	code	push	data	imm	kept
0xc495	0x6973d8	code	mov	data	imm	kept
0xc4ce	0x6a7ad0	code	mov	data	mem	kept
0xc4e2	0x6973d8	code	mov	data	imm	kept
0xc500	0x6994e8	code	mov	data	mem	kept
0xc51a	0x6a5d5c	code	mov	data	mem	kept
0xc52f	0x66034c	code	push	data	imm	kept
0xc549	0x6a7ae0	code	mov	data	mem	kept
0xc55d	0x6973d8	code	mov	data	imm	kept
0xc585	0x6994e8	code	mov	data	mem	kept
0xc5ae	0x6912a8	code	mov	data	mem	kept
0xc5ba	0x66034c	code	push	data	imm	kept
0xc5dd	0x6973d8	code	mov	data	imm	kept
0xc619	0x6a7ae8	code	mov	data	mem	kept
0xc62d	0x6973d8	code	mov	data	imm	kept
0xc653	0x660330	code	mov	data	imm	kept
0xc667	0x6973d8	code	mov	data	imm	kept
0xc6ba	0x6a7aec	code	mov	data	mem	kept
0xc6ce	0x6973d8	code	mov	data	imm	kept
0xc6f6	0x6994e8	code	mov	data	mem	kept
0xc71f	0x6912c0	code	mov	data	mem	kept
0xc72b	0x66034c	code	push	data	imm	kept
0xc74e	0x6973d8	code	mov	data	imm	kept
0xc78c	0x6a5e64	code	mov	data	mem	kept
0xc7ba	0x63a608	code	mov	data	imm	kept
0xc7d3	0x6973d8	code	mov	data	imm	kept
0xc821	0x660330	code	push	data	imm	kept
0xc826	0x660330	code	push	data	imm	kept
0xc830	0x6973d8	code	mov	data	imm	kept
0xc83f	0x660330	code	push	data	imm	kept
0xc844	0x660330	code	push	data	imm	kept
0xc84e	0x6973d8	code	mov	data	imm	kept
0xc85d	0x660330	code	push	data	imm	kept
0xc862	0x660330	code	push	data	imm	kept
0xc86c	0x6973d8	code	mov	data	imm	kept
0xc87c	0x6a7b5c	code	mov	data	mem	kept
0xc890	0x6973d8	code	mov	data	imm	kept
0xc8cd	0x6a7b64	code	mov	data	mem	kept
0xc8e1	0x6973d8	code	mov	data	imm	kept
0xc91b	0x6a5d5c	code	mov	data	mem	kept
0xc930	0x66034c	code	push	data	imm	kept
0xc94a	0x6a7b6c	code	mov	data	mem	kept
0xc95e	0x6973d8	code	mov	data	imm	kept
0xc986	0x6994e8	code	mov	data	mem	kept
0xc9af	0x6912d8	code	mov	data	mem	kept
0xc9bb	0x66034c	code	push	data	imm	kept
0xc9de	0x6973d8	code	mov	data	imm	kept
